epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
0,0.6752,0.5576,0.5934,0.6681,0.6228,0.6931,0.6904,0.5575,0.5405
1,0.6589,0.5676,0.6126,0.6673,0.6179,0.6803,0.6927,0.5355,0.5281
2,0.6497,0.5799,0.6333,0.6568,0.6101,0.6705,0.6974,0.5449,0.5413
3,0.6455,0.5813,0.6357,0.6525,0.6116,0.6732,0.6931,0.5657,0.5633
4,0.6398,0.5934,0.6528,0.6482,0.605,0.666,0.6939,0.5763,0.588
5,0.6401,0.5875,0.6488,0.6528,0.6006,0.6562,0.6858,0.6006,0.6123
6,0.6386,0.5944,0.6492,0.6582,0.5902,0.6418,0.6777,0.6191,0.6502
7,0.634,0.6013,0.6564,0.6469,0.5939,0.6475,0.6893,0.5917,0.6039
8,0.6303,0.5983,0.6514,0.6371,0.6018,0.6599,0.695,0.5553,0.5611
9,0.6292,0.6033,0.6545,0.6345,0.6059,0.6687,0.6986,0.5951,0.6103
10,0.6277,0.6059,0.6615,0.6426,0.6052,0.6694,0.7029,0.5494,0.5571
11,0.625,0.6004,0.6537,0.6244,0.6053,0.6687,0.7221,0.5422,0.5525
12,0.6257,0.5979,0.6528,0.6333,0.6065,0.6735,0.7269,0.54,0.5333
13,0.6283,0.6045,0.6579,0.6481,0.5968,0.6557,0.7231,0.5406,0.5454
14,0.6248,0.6064,0.6603,0.6641,0.5824,0.6498,0.7273,0.5674,0.5776
15,0.628,0.5916,0.65,0.671,0.5731,0.6314,0.7161,0.5823,0.6047
16,0.6214,0.6026,0.6601,0.6428,0.5815,0.6561,0.7517,0.57,0.5718
17,0.6244,0.6085,0.6604,0.7054,0.5319,0.5598,0.7389,0.5513,0.5548
18,0.6275,0.5883,0.6472,0.6823,0.5683,0.6318,0.7331,0.5697,0.5626
19,0.625,0.5937,0.6507,0.6934,0.5526,0.6178,0.7111,0.5863,0.5935
20,0.6176,0.5971,0.6585,0.7,0.5408,0.6042,0.751,0.5589,0.532
21,0.6105,0.6064,0.6682,0.6469,0.5741,0.6552,0.8027,0.5353,0.5047
22,0.6178,0.6062,0.666,0.7031,0.5385,0.5863,0.7191,0.5972,0.5852
23,0.6031,0.6114,0.6786,0.6658,0.5735,0.6514,0.8053,0.5386,0.5046
24,0.6064,0.6079,0.6702,0.6637,0.5912,0.6698,0.828,0.5214,0.4753
25,0.6039,0.6191,0.677,0.638,0.5917,0.6716,0.8826,0.505,0.4385
26,0.5949,0.6317,0.6929,0.633,0.5892,0.6665,0.9644,0.4968,0.4255
27,0.5944,0.6328,0.6945,0.6701,0.5959,0.6706,0.9553,0.4825,0.4044
28,0.5955,0.6293,0.6929,0.6917,0.5698,0.6366,0.793,0.505,0.4803
29,0.5913,0.6387,0.6994,0.6358,0.5973,0.671,0.7914,0.5163,0.4884
30,0.5814,0.6456,0.7144,0.6998,0.613,0.6784,0.8996,0.4903,0.4202
