epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.5341,0.7133,0.7779,0.8015,0.4812,0.4949,0.9148,0.4993,0.4419
69,0.5262,0.7307,0.795,0.7223,0.5167,0.5555,0.8344,0.5298,0.486
70,0.5243,0.7301,0.7951,0.7688,0.4838,0.4952,0.8978,0.5416,0.4786
71,0.5206,0.7324,0.7965,0.7485,0.49,0.4986,0.8503,0.5369,0.4941
72,0.5093,0.7455,0.8088,0.7151,0.5217,0.557,0.878,0.5199,0.4846
73,0.5084,0.745,0.8094,0.7384,0.5097,0.5282,0.8765,0.5569,0.517
74,0.497,0.7676,0.8251,0.7253,0.5178,0.5396,0.9168,0.5008,0.4451
75,0.4894,0.7708,0.8304,0.7445,0.5263,0.5661,0.9283,0.5255,0.4678
76,0.487,0.777,0.8349,0.7356,0.5166,0.549,0.9353,0.5361,0.4871
77,0.4875,0.7763,0.8323,0.7259,0.5234,0.5467,0.9433,0.4949,0.4226
78,0.4823,0.7795,0.8386,0.7934,0.5271,0.5522,0.9418,0.5053,0.4594
79,0.4698,0.7894,0.8462,0.7672,0.5301,0.5601,0.9516,0.5137,0.4537
80,0.4723,0.7899,0.8437,0.7666,0.5261,0.5506,0.9759,0.5353,0.4802
81,0.4823,0.7777,0.8357,0.7687,0.5328,0.5548,0.9694,0.4957,0.4437
82,0.4696,0.7859,0.8415,0.7851,0.5286,0.553,0.9395,0.5326,0.482
83,0.4569,0.8032,0.8562,0.7897,0.5178,0.5385,1.0146,0.5306,0.4748
84,0.4628,0.7922,0.8476,0.7579,0.571,0.6041,0.9396,0.5313,0.4975
85,0.4564,0.7991,0.8531,0.8012,0.5574,0.5787,0.9463,0.5278,0.4779
86,0.4512,0.808,0.8573,0.7444,0.5855,0.6192,0.979,0.5115,0.4568
87,0.4432,0.812,0.8621,0.7759,0.5719,0.6055,0.9871,0.5261,0.4743
88,0.4495,0.8047,0.8587,0.805,0.5879,0.6275,1.0193,0.5279,0.4623
