epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.1382,0.9872,0.9872,0.2106,0.9775,0.9754,0.2778,0.9619,0.959
69,0.136,0.9876,0.9874,0.2157,0.9766,0.9743,0.278,0.9608,0.9575
70,0.1384,0.9866,0.987,0.2168,0.9767,0.9742,0.2784,0.9608,0.9576
71,0.1389,0.9867,0.987,0.2085,0.9779,0.9756,0.2703,0.9618,0.9585
72,0.1356,0.9879,0.9877,0.2176,0.9774,0.9747,0.2852,0.9604,0.9574
73,0.1337,0.9877,0.9879,0.2183,0.9769,0.9741,0.2836,0.9605,0.9571
74,0.1349,0.9873,0.9875,0.2163,0.9774,0.9751,0.2794,0.9618,0.9585
75,0.1331,0.9881,0.988,0.2126,0.9781,0.9757,0.2743,0.9624,0.9594
76,0.135,0.9867,0.9874,0.2158,0.9776,0.9748,0.2854,0.9612,0.9578
77,0.1304,0.9882,0.9883,0.2099,0.9782,0.9755,0.2791,0.963,0.96
78,0.1294,0.9889,0.9888,0.2176,0.9775,0.9752,0.2766,0.9629,0.9596
79,0.1306,0.9881,0.9883,0.2198,0.9772,0.9744,0.281,0.9614,0.9581
80,0.1311,0.9884,0.9885,0.2274,0.9758,0.973,0.2859,0.9602,0.9569
81,0.1284,0.9882,0.9886,0.2168,0.9769,0.9747,0.2742,0.9631,0.9598
82,0.1307,0.9878,0.9883,0.2163,0.9781,0.9757,0.2709,0.9637,0.9604
83,0.1283,0.9887,0.9887,0.2225,0.977,0.9741,0.2885,0.9615,0.9574
84,0.1303,0.9875,0.9881,0.2186,0.9759,0.9737,0.2893,0.9593,0.9557
85,0.1285,0.9884,0.9886,0.2252,0.9766,0.9745,0.2871,0.9615,0.9578
86,0.1303,0.9876,0.9882,0.2192,0.9777,0.9754,0.2796,0.9618,0.9589
87,0.1256,0.9891,0.9892,0.2309,0.9772,0.9746,0.2952,0.9614,0.9574
88,0.1255,0.9889,0.9891,0.2197,0.9774,0.9747,0.2778,0.9636,0.9603
89,0.1245,0.9888,0.9891,0.2169,0.9782,0.9759,0.2721,0.964,0.9613
90,0.125,0.9888,0.9889,0.2195,0.9776,0.9752,0.2844,0.9628,0.961
91,0.122,0.9894,0.9897,0.2223,0.977,0.9744,0.2837,0.9628,0.9589
92,0.1224,0.9896,0.9896,0.2179,0.9787,0.976,0.2832,0.9634,0.9597
93,0.1213,0.9892,0.9897,0.2262,0.9767,0.9738,0.2896,0.9614,0.9574
94,0.1222,0.9891,0.9896,0.2264,0.9772,0.9744,0.2882,0.9624,0.9586
95,0.1215,0.9894,0.9897,0.229,0.9771,0.974,0.2952,0.9613,0.9571
96,0.1195,0.9899,0.99,0.2254,0.9772,0.9746,0.2909,0.9618,0.9574
97,0.1195,0.99,0.99,0.2214,0.9771,0.9747,0.2885,0.9623,0.9583
98,0.1201,0.9894,0.9899,0.2379,0.9769,0.974,0.289,0.9628,0.9594
99,0.1195,0.9899,0.9902,0.2418,0.9759,0.973,0.2934,0.9613,0.9577
