epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
82,0.1343,0.9877,0.9878,0.233,0.975,0.9723,0.266,0.9641,0.9609
83,0.1303,0.9882,0.9883,0.2405,0.9739,0.9709,0.2837,0.9616,0.958
84,0.1312,0.9881,0.9884,0.2359,0.9749,0.9723,0.2725,0.9653,0.962
85,0.1319,0.9873,0.988,0.2472,0.9743,0.9712,0.2776,0.9645,0.9604
86,0.1298,0.988,0.9885,0.2413,0.9746,0.9722,0.2775,0.9641,0.961
87,0.1303,0.988,0.9883,0.2501,0.9734,0.9709,0.2797,0.9628,0.9601
88,0.13,0.9882,0.9885,0.2529,0.9742,0.9716,0.2975,0.961,0.9574
89,0.1278,0.9884,0.9888,0.2645,0.9733,0.9703,0.3019,0.9607,0.9576
90,0.1291,0.9886,0.9887,0.2347,0.9748,0.9719,0.2853,0.9626,0.959
91,0.1286,0.9883,0.9887,0.247,0.9749,0.9718,0.2851,0.9631,0.9601
92,0.129,0.9886,0.9887,0.2467,0.9746,0.9718,0.2965,0.9622,0.9586
93,0.1264,0.9889,0.989,0.2453,0.9745,0.972,0.2867,0.9632,0.9593
94,0.1261,0.9888,0.9891,0.259,0.9733,0.9701,0.298,0.9621,0.9583
95,0.1295,0.9881,0.9886,0.2382,0.9751,0.9721,0.2894,0.9627,0.9589
96,0.1254,0.9889,0.9894,0.2552,0.9742,0.9711,0.2925,0.963,0.9595
97,0.1299,0.9882,0.9885,0.2489,0.9744,0.9713,0.2863,0.9637,0.9604
98,0.1234,0.9898,0.9897,0.2492,0.9756,0.9724,0.288,0.9648,0.9613
99,0.1234,0.9892,0.9895,0.2478,0.9755,0.9727,0.2859,0.9643,0.9609
