epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.1707,0.9811,0.9812,0.272,0.9665,0.9629,0.2933,0.9584,0.9548
69,0.1686,0.9821,0.9816,0.2543,0.9674,0.9644,0.2813,0.9586,0.9556
70,0.1678,0.9825,0.982,0.2672,0.9662,0.9625,0.2882,0.958,0.9545
71,0.1658,0.9823,0.9821,0.2625,0.9687,0.9654,0.2847,0.959,0.9565
72,0.1664,0.9824,0.9821,0.2722,0.9661,0.9627,0.2963,0.9572,0.9536
73,0.1671,0.9826,0.9821,0.2655,0.9682,0.965,0.2833,0.9606,0.9574
74,0.167,0.9822,0.9821,0.2671,0.9656,0.9623,0.2996,0.9553,0.9519
75,0.1669,0.9824,0.9822,0.2732,0.967,0.9635,0.2923,0.9593,0.9555
76,0.1672,0.982,0.982,0.2721,0.9664,0.9631,0.2992,0.9561,0.9532
77,0.1656,0.9822,0.9822,0.2672,0.967,0.9637,0.2901,0.9578,0.9548
78,0.1622,0.9833,0.9833,0.2628,0.9676,0.9645,0.2839,0.959,0.9564
79,0.1617,0.9831,0.9831,0.2746,0.9662,0.963,0.3003,0.9568,0.9535
80,0.1628,0.9831,0.9829,0.2737,0.9662,0.9629,0.3007,0.9562,0.9527
81,0.1625,0.9834,0.983,0.2597,0.9691,0.9665,0.286,0.9589,0.9563
82,0.1608,0.9833,0.9833,0.2704,0.9669,0.9638,0.2966,0.9573,0.954
83,0.1619,0.9831,0.9828,0.264,0.968,0.9649,0.2855,0.9586,0.9557
84,0.1607,0.9835,0.9833,0.2707,0.9681,0.9643,0.3027,0.9561,0.9528
85,0.1628,0.9828,0.9829,0.262,0.9674,0.9641,0.296,0.9555,0.9531
86,0.1597,0.9833,0.9833,0.2627,0.9675,0.9644,0.2901,0.9569,0.9538
87,0.1591,0.9836,0.9835,0.254,0.9694,0.9665,0.289,0.9581,0.9557
88,0.1567,0.9841,0.9839,0.2634,0.9694,0.9663,0.2914,0.9587,0.9554
89,0.1579,0.9833,0.9836,0.2747,0.9663,0.9625,0.3061,0.9555,0.9524
90,0.1559,0.9843,0.9841,0.297,0.9651,0.9618,0.3148,0.956,0.9522
91,0.1598,0.9837,0.9836,0.2886,0.9652,0.9615,0.3175,0.9532,0.9493
92,0.1573,0.9842,0.9839,0.2848,0.9666,0.9632,0.3064,0.9566,0.9529
93,0.1588,0.9838,0.9837,0.2907,0.9647,0.9611,0.3148,0.9548,0.9507
94,0.1592,0.9839,0.9836,0.2938,0.9659,0.9624,0.3195,0.9552,0.9509
95,0.1587,0.9834,0.9834,0.2751,0.9645,0.961,0.3059,0.9537,0.95
96,0.1589,0.9834,0.9836,0.2829,0.9662,0.9626,0.3133,0.9541,0.9506
97,0.1567,0.984,0.984,0.29,0.965,0.9618,0.3196,0.9531,0.9492
98,0.1543,0.9848,0.9844,0.2722,0.968,0.9652,0.3018,0.9568,0.9536
99,0.1559,0.984,0.984,0.2752,0.9669,0.9638,0.3117,0.9543,0.9503
