epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.6168,0.6379,0.6834,0.6805,0.6472,0.6998,0.8149,0.4908,0.458
69,0.609,0.6378,0.6843,0.6215,0.6367,0.6888,0.796,0.4809,0.4407
70,0.6086,0.6307,0.6756,0.7107,0.641,0.6905,0.8826,0.4839,0.4444
71,0.6072,0.6305,0.6777,0.6225,0.5937,0.6565,0.7953,0.4787,0.455
72,0.6154,0.6324,0.676,0.6363,0.6226,0.6778,0.8065,0.4988,0.4592
73,0.6155,0.6296,0.6738,0.6335,0.6379,0.6855,0.8046,0.4839,0.4378
74,0.6147,0.6345,0.6778,0.7476,0.6418,0.6799,1.1439,0.4849,0.4376
75,0.6222,0.6242,0.6694,0.6093,0.6089,0.6643,0.7964,0.4702,0.4216
76,0.6116,0.6341,0.6807,0.6145,0.602,0.6667,0.7715,0.4776,0.4665
77,0.6109,0.6377,0.6838,0.6609,0.5956,0.6619,0.8541,0.4849,0.4586
78,0.6104,0.6319,0.6765,0.6353,0.6421,0.6795,0.8705,0.4838,0.4337
79,0.6109,0.6368,0.6824,0.6237,0.6093,0.6643,0.7918,0.4687,0.4173
80,0.61,0.632,0.679,0.6291,0.6199,0.6608,0.7572,0.4953,0.4829
81,0.6105,0.6423,0.686,0.61,0.6476,0.6899,0.8098,0.4807,0.4244
82,0.6083,0.6381,0.6831,0.6376,0.5998,0.6633,0.7925,0.4803,0.4632
83,0.6153,0.6285,0.6769,0.6004,0.6404,0.6838,0.7818,0.4923,0.4401
84,0.6058,0.6412,0.687,0.6133,0.653,0.6973,0.8407,0.4871,0.4365
85,0.6069,0.6369,0.6872,0.642,0.6053,0.6619,0.7879,0.4809,0.4453
86,0.6133,0.6365,0.6817,0.6052,0.5824,0.6478,0.7593,0.4774,0.4792
87,0.607,0.6364,0.6832,0.6171,0.614,0.6767,0.8019,0.4775,0.4296
88,0.6114,0.6392,0.6841,0.6604,0.6052,0.6673,0.8338,0.4872,0.4825
89,0.6198,0.6343,0.6822,0.6349,0.6459,0.6904,0.9235,0.4785,0.432
90,0.6099,0.6377,0.6832,0.6264,0.5733,0.6371,0.7813,0.4988,0.4831
91,0.6031,0.645,0.6891,0.6138,0.6031,0.6618,0.8131,0.4864,0.4439
92,0.6036,0.6395,0.6851,0.6361,0.6517,0.6844,0.8367,0.5098,0.4535
93,0.6057,0.6315,0.6829,0.614,0.5995,0.6595,0.822,0.4891,0.4388
94,0.606,0.6418,0.6873,0.6239,0.6426,0.687,0.8507,0.5263,0.4745
95,0.6053,0.6423,0.6902,0.6373,0.6269,0.6719,0.8297,0.4854,0.4295
96,0.5947,0.6542,0.7,0.6584,0.6229,0.6709,0.9856,0.498,0.4469
97,0.6074,0.6396,0.686,0.6333,0.6421,0.6851,0.8048,0.4889,0.4325
98,0.6058,0.6412,0.6885,0.6245,0.6543,0.696,0.8807,0.4958,0.4478
99,0.6018,0.6427,0.6889,0.6087,0.6192,0.6781,0.8105,0.5036,0.457
