epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
33,0.6248,0.6143,0.6588,0.6377,0.6384,0.6823,0.7993,0.4817,0.446
34,0.6315,0.6126,0.6552,0.6112,0.6428,0.6921,0.777,0.4782,0.4333
35,0.6405,0.5936,0.6376,0.604,0.6156,0.6676,0.7498,0.4991,0.4749
36,0.6239,0.6111,0.6537,0.6027,0.629,0.6789,0.7651,0.4879,0.454
37,0.6249,0.6139,0.6541,0.6773,0.643,0.68,0.7729,0.4962,0.4803
38,0.6225,0.609,0.6542,0.6229,0.6109,0.6774,0.7769,0.4688,0.4015
39,0.626,0.6123,0.658,0.5939,0.6497,0.7074,0.7774,0.4625,0.3893
40,0.6209,0.6113,0.6554,0.6179,0.6292,0.6764,0.7806,0.4759,0.4276
41,0.6163,0.6144,0.6575,0.8683,0.6243,0.6661,0.9472,0.49,0.4637
42,0.6184,0.6162,0.6605,0.699,0.6167,0.663,0.8011,0.4964,0.4683
43,0.6196,0.6183,0.6622,0.6277,0.6344,0.6791,0.783,0.4795,0.4498
44,0.624,0.6181,0.6562,0.6601,0.6269,0.6695,0.7733,0.5031,0.4922
45,0.6246,0.6209,0.6628,0.6014,0.6242,0.673,0.7641,0.4805,0.448
46,0.6183,0.6204,0.6654,0.6252,0.6357,0.6812,0.7592,0.5012,0.4743
47,0.6188,0.6218,0.6648,0.6196,0.6472,0.689,0.7863,0.505,0.4768
48,0.6168,0.6281,0.6713,0.6157,0.6434,0.6851,0.7766,0.4838,0.4497
49,0.6289,0.6199,0.6634,0.6478,0.6299,0.6848,0.7984,0.4626,0.4199
50,0.6284,0.6276,0.6706,0.6024,0.6406,0.6936,0.7762,0.4734,0.4271
51,0.6199,0.6113,0.6569,0.6236,0.6378,0.6811,0.7922,0.488,0.4454
52,0.6166,0.6227,0.6648,0.647,0.6313,0.6743,0.8001,0.4927,0.452
53,0.6159,0.6321,0.6769,0.6288,0.6393,0.684,0.7986,0.4906,0.4438
54,0.6139,0.6332,0.677,0.6169,0.6363,0.6824,0.7881,0.4815,0.4408
55,0.6169,0.6257,0.6685,0.6137,0.6438,0.6936,0.8009,0.4734,0.4274
56,0.6262,0.6236,0.6677,0.6376,0.5989,0.6527,0.7531,0.4945,0.4713
57,0.6156,0.6207,0.664,0.7231,0.6225,0.6668,0.8419,0.4834,0.4609
58,0.6188,0.6317,0.6696,0.6228,0.639,0.6858,0.8096,0.4873,0.4474
59,0.6122,0.6325,0.6777,0.6203,0.641,0.6967,0.8044,0.4802,0.4351
60,0.6123,0.638,0.6802,0.6194,0.6384,0.6868,0.8011,0.4745,0.4299
61,0.6147,0.6222,0.6654,0.6189,0.6252,0.6789,0.7936,0.4798,0.4425
62,0.6128,0.6352,0.6785,0.6077,0.6251,0.6744,0.7907,0.4723,0.4266
63,0.6175,0.6261,0.6674,0.6107,0.633,0.6875,0.7501,0.4629,0.4017
64,0.6124,0.6296,0.6714,0.6316,0.62,0.6665,0.8116,0.4907,0.4405
65,0.611,0.6321,0.6758,0.6647,0.601,0.6406,0.8084,0.4962,0.4526
66,0.6054,0.6351,0.6779,0.6329,0.6469,0.6921,0.8243,0.4687,0.4111
67,0.6061,0.6418,0.6884,0.6451,0.6291,0.6799,0.8388,0.4655,0.4086
68,0.612,0.635,0.68,0.6479,0.6279,0.6783,0.8147,0.4675,0.4092
69,0.6114,0.6264,0.6717,0.5995,0.6301,0.6854,0.7903,0.4729,0.4237
70,0.6094,0.6363,0.6796,0.6586,0.6205,0.6765,0.818,0.4631,0.4063
71,0.614,0.6319,0.6783,0.6018,0.6389,0.6969,0.8118,0.4602,0.3987
72,0.6065,0.6364,0.6801,0.6209,0.6452,0.7015,0.8188,0.4572,0.3927
73,0.608,0.6313,0.6792,0.6412,0.6073,0.6637,0.8518,0.4771,0.43
74,0.6128,0.6294,0.6708,0.6309,0.6166,0.6651,0.8453,0.4867,0.4328
75,0.6054,0.6379,0.682,0.622,0.6342,0.6818,0.8306,0.4709,0.4184
76,0.6037,0.6384,0.6843,0.6128,0.6331,0.6865,0.8219,0.4684,0.4142
77,0.6047,0.6383,0.682,0.6195,0.6083,0.658,0.7814,0.4873,0.4404
78,0.6086,0.6374,0.6826,0.6221,0.6347,0.6985,0.8185,0.4532,0.3976
79,0.6132,0.6386,0.6825,0.6166,0.6493,0.7047,0.7923,0.461,0.3984
80,0.6091,0.6298,0.6766,0.593,0.6389,0.702,0.7958,0.486,0.4378
81,0.6245,0.6244,0.6641,0.6063,0.6555,0.7032,0.8444,0.4997,0.4411
82,0.6069,0.6323,0.6783,0.6368,0.6483,0.7023,0.8227,0.4864,0.42
83,0.6143,0.6254,0.6744,0.6078,0.6494,0.702,0.8354,0.4891,0.4407
84,0.6053,0.6362,0.6795,0.6265,0.5964,0.6522,0.8477,0.4724,0.4161
85,0.6025,0.6416,0.6863,0.6431,0.5879,0.6436,0.7889,0.4665,0.4123
86,0.6022,0.6368,0.6829,0.6368,0.5819,0.6383,0.8235,0.483,0.4314
87,0.6035,0.636,0.6849,0.6733,0.605,0.6616,0.8512,0.48,0.4482
88,0.605,0.6389,0.6849,0.6218,0.5916,0.6525,0.8066,0.4701,0.4172
89,0.6033,0.6411,0.6853,0.6182,0.5891,0.6565,0.8175,0.4546,0.4006
90,0.6042,0.6423,0.6871,0.6655,0.5887,0.6459,0.8591,0.4652,0.4148
91,0.6049,0.6365,0.6829,0.6508,0.5777,0.636,0.8349,0.4677,0.4268
92,0.6014,0.6388,0.6857,0.674,0.5933,0.6592,0.8667,0.483,0.4433
93,0.6083,0.6341,0.6764,0.6485,0.6026,0.6656,0.85,0.4734,0.4324
94,0.6042,0.6346,0.6773,0.6424,0.606,0.6713,0.8604,0.4602,0.4152
95,0.6029,0.6357,0.6839,0.6522,0.5635,0.6211,0.8615,0.4953,0.4547
96,0.6011,0.6396,0.6868,0.6455,0.5859,0.6496,0.8586,0.4669,0.4148
97,0.6009,0.6436,0.6911,0.6426,0.6017,0.6653,0.8792,0.4619,0.4058
98,0.6029,0.6419,0.6869,0.6571,0.589,0.6563,0.8644,0.4626,0.4128
99,0.5967,0.6448,0.6923,0.6406,0.5941,0.6603,0.8681,0.4665,0.4167
