epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.2986,0.9453,0.9431,0.4123,0.9045,0.8969,0.5873,0.8549,0.8343
69,0.2969,0.9456,0.9435,0.4136,0.9121,0.9056,0.6177,0.8588,0.8373
70,0.2965,0.9454,0.9432,0.4179,0.9063,0.8987,0.6078,0.8546,0.8322
71,0.2947,0.9458,0.944,0.4252,0.9108,0.9031,0.6373,0.8529,0.831
72,0.2904,0.9486,0.946,0.4354,0.9111,0.9044,0.6039,0.8538,0.8317
73,0.2922,0.9476,0.945,0.4436,0.9127,0.9056,0.6145,0.8626,0.844
74,0.2904,0.9482,0.9458,0.4563,0.9127,0.9064,0.6504,0.8621,0.8415
75,0.2894,0.9487,0.946,0.4242,0.9105,0.902,0.5777,0.8492,0.83
76,0.2899,0.9481,0.9459,0.4521,0.9108,0.9038,0.6452,0.8614,0.8433
77,0.2863,0.9493,0.9472,0.4507,0.9102,0.9032,0.6206,0.8552,0.8348
78,0.2926,0.9472,0.9453,0.4162,0.9069,0.8974,0.6094,0.8526,0.8303
79,0.2871,0.9491,0.9467,0.4296,0.9028,0.8935,0.6111,0.8551,0.8382
80,0.2913,0.9472,0.9455,0.4377,0.9036,0.8942,0.5957,0.8551,0.835
81,0.2914,0.9471,0.9454,0.4491,0.907,0.9005,0.6483,0.8518,0.8333
82,0.2861,0.9496,0.9474,0.4284,0.9085,0.9009,0.5871,0.8514,0.8317
83,0.2844,0.9507,0.9483,0.4358,0.9092,0.9008,0.6073,0.855,0.8355
84,0.2849,0.9502,0.948,0.4247,0.8986,0.8888,0.6007,0.8588,0.8392
85,0.2829,0.9514,0.9494,0.4098,0.9143,0.9082,0.6121,0.864,0.8433
86,0.2824,0.9511,0.949,0.4391,0.9127,0.9042,0.6142,0.8706,0.8518
87,0.281,0.9517,0.9497,0.425,0.9143,0.9073,0.6067,0.8629,0.8438
88,0.2784,0.9527,0.9504,0.4128,0.9154,0.9074,0.6105,0.8706,0.853
89,0.2765,0.953,0.951,0.4291,0.915,0.9078,0.6464,0.862,0.8431
90,0.2765,0.9529,0.9512,0.4134,0.9093,0.9013,0.569,0.8633,0.8453
91,0.2766,0.9532,0.9514,0.3969,0.9156,0.9089,0.5688,0.8664,0.8484
92,0.2721,0.955,0.9528,0.4544,0.9114,0.9036,0.6949,0.8624,0.8431
93,0.2752,0.953,0.9513,0.4126,0.9128,0.906,0.5985,0.8656,0.8465
94,0.2719,0.9548,0.9529,0.4285,0.9038,0.8936,0.5532,0.8643,0.8448
95,0.2744,0.9536,0.9516,0.4236,0.9116,0.9026,0.596,0.8663,0.8465
96,0.2732,0.9541,0.9525,0.4467,0.9093,0.9015,0.5957,0.8679,0.849
97,0.2692,0.9554,0.9534,0.4552,0.9063,0.8985,0.6135,0.8527,0.8348
98,0.2735,0.9536,0.9521,0.4603,0.9047,0.8958,0.6059,0.8595,0.8405
99,0.2726,0.9537,0.9522,0.4361,0.9093,0.9011,0.5846,0.8648,0.8445
