run,test loss,node average_precision,test average_precision,node roc_auc,test roc_auc,new node test loss,new node test average_precision,new node test roc_auc
0,0.6352,"[0.6838121876906047, 0.73524709803482, 0.6956606677992108, 0.7219950665447192, 0.6905436662781754, 0.6810285240464263, 0.6998370099076701, 0.6802425983909397, 0.7016245047903367, 0.7147774610912639, 0.6632529584067055, 0.7267575800425292, 0.6802706196128545, 0.6709957582072632, 0.7079784657545474, 0.6534848286813864, 0.6558832458687949, 0.7117079023708834, 0.706693270264068, 0.7047521800949855, 0.6856333685154878, 0.7137921308433867, 0.7453547875361362, 0.7336192443579824, 0.6912792578733542, 0.6924633152869866, 0.783575853752704, 0.6890984016275021, 0.784455487955307, 0.6542336003754873, 0.7267673856769352, 0.6668071630421369, 0.6530841214800225, 0.6283628944427467, 0.6843868263141814, 0.6716695613163512, 0.5824972694290922, 0.5613223018358515]",0.6904,"[0.7380125, 0.7706000000000001, 0.7442000000000001, 0.7665124999999999, 0.73025, 0.7200875, 0.7358374999999999, 0.7252124999999999, 0.7552125, 0.7461750000000001, 0.6993250000000001, 0.75905, 0.7420875, 0.7245125000000001, 0.7685500000000001, 0.7286625, 0.7399249999999999, 0.740175, 0.7344625, 0.7692875, 0.7419500000000001, 0.7815624999999999, 0.7851874999999999, 0.7466625, 0.7148749999999999, 0.7090500000000001, 0.7998625, 0.7455, 0.7828875, 0.6984499999999999, 0.7416, 0.6916375000000001, 0.6785125000000001, 0.673125, 0.7040000000000001, 0.7047749999999999, 0.5731375000000001, 0.5426]",0.7277,0.7753,1,1
1,0.5989,"[0.6939438691023992, 0.724273915615344, 0.6907419844299131, 0.731883612615726, 0.6638381901745964, 0.6851265855215212, 0.6912207526812828, 0.7028860804188494, 0.7272983197640769, 0.7457645796133212, 0.7422514229962516, 0.747544076789648, 0.7137199794743112, 0.6901045920674981, 0.7344427140541978, 0.6580701200906109, 0.7275168193872132, 0.7297679112285822, 0.7059721382358721, 0.7905662799353945, 0.71909038719118, 0.8058409606045287, 0.7429023127712989, 0.8084636220928868, 0.7252115898757017, 0.8168166645937339, 0.8384606813683134, 0.8266661536451584, 0.7928215779915436, 0.6960333613704051, 0.7290301686088722, 0.7433251217312291, 0.7602118960949366, 0.7359346556186048, 0.7762184737411234, 0.6905490886226248, 0.5944617404706274, 0.6314007992593045]",0.7297,"[0.7537375000000001, 0.757525, 0.737125, 0.7664624999999999, 0.71725, 0.7211624999999999, 0.7339125000000001, 0.7394375, 0.7750374999999999, 0.789925, 0.744775, 0.78325, 0.7495375, 0.7354375, 0.7778000000000002, 0.7362375, 0.7473750000000001, 0.7365250000000001, 0.7242875000000001, 0.8101125, 0.76265, 0.8429625, 0.7701875, 0.8150625, 0.7528250000000001, 0.8409749999999999, 0.8493125, 0.8570749999999999, 0.8310624999999999, 0.732025, 0.743425, 0.7444625, 0.7648624999999999, 0.760425, 0.783625, 0.6851, 0.5855124999999999, 0.6285]",0.7576,0.7479,1,1
