run,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc,test loss,node average_precision,test average_precision,node roc_auc,test roc_auc,new node test loss,new node test average_precision,new node test roc_auc
0,0.274,0.9615,0.9554,0.284,0.955,0.9512,0.2838,"[0.964800580207558, 0.9426016567411691, 0.9631177419429677, 0.9693528860323051, 0.9694378680544763, 0.9787071062986057, 0.9860158871289798, 0.9829649213062999, 0.955104314624492, 0.942633852403682, 0.962910124319586, 0.9742443941600001, 0.9591360039122507, 0.9629199770253682, 0.9575776941223688, 0.9710454236912319, 0.9759179480684728, 0.9637149398537271, 0.9718830932426247, 0.9813204413135765, 0.9680050766817938, 0.9343825981581226, 0.9737597342087162, 0.9667543010008737, 0.9751324292111091, 0.9522764176321455, 0.9377638140234459, 0.9647755734407826, 0.9427539361195781, 0.9440447963317021, 0.9528536529136109, 0.934863227301387, 0.9493299268448007, 0.9234271235832351, 0.9526690312372502, 0.975426722621448, 0.9799221103776173, 0.9378353380732857]",0.9606,"[0.9589125, 0.9415875, 0.958175, 0.964525, 0.9637249999999999, 0.9749, 0.9837999999999999, 0.9812500000000001, 0.945775, 0.924725, 0.955625, 0.9701000000000001, 0.949625, 0.9528000000000001, 0.9521499999999999, 0.9664999999999999, 0.9688625, 0.9548, 0.9661, 0.9793, 0.962475, 0.9283375, 0.97075, 0.9626125, 0.9718375, 0.945175, 0.921925, 0.9585124999999999, 0.9378749999999999, 0.9332875, 0.9443750000000001, 0.9261749999999999, 0.938125, 0.90095, 0.9469000000000001, 0.970025, 0.9774749999999999, 0.9283]",0.9536,0.3149,1,1
