run,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc,test loss,node average_precision,test average_precision,node roc_auc,test roc_auc,new node test loss,new node test average_precision,new node test roc_auc
0,0.1463,0.9862,0.9846,0.1805,0.9804,0.9778,0.1316,"[0.9891241570854685, 0.9796481943080845, 0.9876585396367831, 0.9951042469888768, 0.9953297875679833, 0.9939009213961185, 0.9959620356004827, 0.9934440145152553, 0.9916418829412437, 0.9873903132366052, 0.9892721190374235, 0.9910367511188515, 0.9890574460239021, 0.9906310599520242, 0.9863175571727798, 0.994078266412054, 0.9888598155270086, 0.9913092086965599, 0.9938966063996966, 0.9931659586102451, 0.9913667485478947, 0.9664761997216128, 0.9937692700528383, 0.9923956910949231, 0.9955010226737031, 0.994563366790488, 0.9913411490534587, 0.9873444335859131, 0.9736522025631014, 0.9830157191903698, 0.9893992994303192, 0.9794911599611246, 0.982969183709436, 0.9734475824056713, 0.9923108075699612, 0.9959134618038099, 0.9887555572300681, 0.9841741391802933]",0.9888,"[0.9883875, 0.9864875, 0.98475, 0.99465, 0.9946, 0.991125, 0.995425, 0.99145, 0.9908250000000001, 0.986375, 0.987575, 0.98865, 0.98785, 0.988625, 0.9820749999999999, 0.99315, 0.9846374999999999, 0.989, 0.9937999999999999, 0.9904499999999999, 0.9899500000000001, 0.9726875, 0.9931000000000001, 0.9914125, 0.9942875, 0.993875, 0.9891, 0.9842375, 0.9818, 0.9798374999999999, 0.9876499999999999, 0.975325, 0.980975, 0.96835, 0.9918, 0.995475, 0.98525, 0.9797]",0.9875,0.1814,0.9786,0.9769
1,0.1523,0.9865,0.9842,0.1885,0.9777,0.9755,0.1361,"[0.9868391670402337, 0.9736198466111456, 0.987972642494836, 0.9953850574271762, 0.9963150836242397, 0.9942082733955844, 0.9955228784639688, 0.9925545380972062, 0.9894957903598962, 0.9871370531657593, 0.9895524056027983, 0.9907335254350799, 0.9896848447671759, 0.9896581016598485, 0.9849394708527506, 0.9933097685222348, 0.9898177862673201, 0.9915543691112179, 0.9896744284450536, 0.9955114203509783, 0.9900512646344599, 0.967718483367001, 0.9933202140456717, 0.9920477659726219, 0.9962253882081631, 0.9931398601631287, 0.9905349191538868, 0.9841627744321582, 0.9666337881539586, 0.9819336894595472, 0.9895010464504944, 0.9780085819548897, 0.9834217875625649, 0.9744334755563162, 0.9933083868926476, 0.9952190299240359, 0.9907886319712051, 0.9879701322093765]",0.9882," [0.9859375, 0.9825375000000001, 0.9852000000000001, 0.9947250000000001, 0.9960249999999999, 0.992525, 0.9947999999999999, 0.989575, 0.9883249999999999, 0.986075, 0.9880000000000001, 0.9884499999999999, 0.9890749999999999, 0.987275, 0.981925, 0.9922749999999999, 0.9859625, 0.989225, 0.989625, 0.9946999999999999, 0.9887250000000001, 0.9728375, 0.9923500000000001, 0.9907375, 0.9956625000000001, 0.9919, 0.9887, 0.9832375, 0.9813000000000001, 0.9772874999999999, 0.987625, 0.97385, 0.9808250000000001, 0.9699, 0.9926250000000001, 0.994575, 0.988525, 0.9862000000000001]",0.9873,0.1894,0.9782,0.9758
