epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.2726,0.9578,0.9479,0.2676,0.9554,0.9428,0.3715,0.9183,0.8889
69,0.2732,0.9565,0.9456,0.268,0.9552,0.9426,0.3684,0.9169,0.8874
70,0.275,0.957,0.947,0.2694,0.9547,0.942,0.3678,0.9163,0.8882
71,0.2708,0.9572,0.9464,0.2678,0.9552,0.9427,0.375,0.9164,0.8878
72,0.2708,0.9582,0.9478,0.2649,0.9562,0.9441,0.369,0.918,0.8897
73,0.2728,0.9571,0.9469,0.2665,0.9556,0.9434,0.3724,0.9164,0.8866
74,0.2705,0.9578,0.9477,0.2677,0.9548,0.942,0.3698,0.9184,0.8903
75,0.2742,0.9552,0.9441,0.2665,0.9559,0.9432,0.3734,0.9175,0.8875
76,0.2712,0.9584,0.9481,0.2643,0.9565,0.9446,0.3742,0.9182,0.8896
77,0.2673,0.959,0.9494,0.2671,0.9556,0.943,0.3668,0.9183,0.8895
78,0.2722,0.9575,0.9474,0.266,0.9557,0.9433,0.3704,0.9172,0.8878
79,0.2687,0.9591,0.9489,0.2662,0.9557,0.9434,0.3683,0.9172,0.8881
80,0.2702,0.958,0.9481,0.2729,0.9531,0.9393,0.3752,0.916,0.8858
81,0.2734,0.9562,0.946,0.266,0.9556,0.9434,0.3746,0.9179,0.8881
82,0.2725,0.9577,0.9477,0.2687,0.9546,0.9418,0.3694,0.9158,0.886
83,0.2706,0.9566,0.9456,0.2656,0.9556,0.9433,0.3639,0.9178,0.8891
84,0.2696,0.959,0.9496,0.2697,0.9542,0.9404,0.3642,0.9185,0.8901
85,0.2714,0.9562,0.946,0.2681,0.9554,0.9434,0.367,0.9164,0.888
86,0.2699,0.9578,0.9477,0.2696,0.9552,0.9426,0.3708,0.9173,0.8877
87,0.2682,0.9575,0.9465,0.265,0.9559,0.9439,0.3708,0.9164,0.8875
88,0.2734,0.958,0.9481,0.2658,0.9559,0.9437,0.367,0.9171,0.8878
89,0.27,0.9583,0.9477,0.2699,0.9545,0.9414,0.369,0.9153,0.8861
90,0.2698,0.9587,0.9485,0.2673,0.9558,0.9431,0.3695,0.9164,0.8878
91,0.27,0.9576,0.9471,0.2691,0.9549,0.9419,0.3672,0.9168,0.8884
92,0.2703,0.9576,0.9466,0.2654,0.9563,0.9441,0.3692,0.9184,0.8892
93,0.2705,0.9574,0.947,0.2658,0.956,0.9437,0.3667,0.9173,0.8888
94,0.2694,0.9567,0.9464,0.2732,0.9525,0.9392,0.3739,0.9175,0.8882
95,0.2715,0.9575,0.9464,0.2635,0.9569,0.9447,0.3703,0.9187,0.8896
96,0.2701,0.9565,0.9463,0.2647,0.9564,0.9443,0.3726,0.9169,0.8881
97,0.2685,0.9581,0.9482,0.2647,0.9566,0.9446,0.3737,0.9168,0.8879
98,0.2725,0.957,0.9465,0.2655,0.956,0.9442,0.3674,0.9169,0.8881
99,0.2677,0.9592,0.9492,0.2646,0.9564,0.9446,0.3709,0.9174,0.8888
