epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.5547,0.6848,0.7381,1.289,0.5622,0.5603,1.3137,0.4917,0.4797
69,0.5582,0.6796,0.7341,1.2592,0.5288,0.5266,1.2366,0.5462,0.5341
70,0.558,0.6812,0.7354,1.1719,0.5194,0.5207,1.1508,0.5124,0.5141
71,0.5522,0.6875,0.7401,1.2886,0.5225,0.5142,1.2647,0.5245,0.5103
72,0.5506,0.6867,0.7424,1.2104,0.5165,0.5138,1.1928,0.507,0.5074
73,0.5527,0.686,0.7396,1.2329,0.5339,0.5355,1.2069,0.5158,0.5163
74,0.5459,0.6906,0.7446,1.3118,0.5309,0.5338,1.3036,0.5291,0.5178
75,0.5519,0.6892,0.7406,1.1683,0.5416,0.5478,1.1852,0.5164,0.5033
76,0.5523,0.6893,0.7394,1.2655,0.5264,0.5328,1.2831,0.5149,0.5062
77,0.5486,0.6883,0.7427,1.217,0.519,0.524,1.195,0.5318,0.5225
78,0.5413,0.6989,0.7498,1.2685,0.5073,0.5125,1.2412,0.5125,0.5119
79,0.542,0.6923,0.7493,1.3673,0.5293,0.5304,1.3358,0.5204,0.5226
80,0.54,0.6999,0.7521,1.3653,0.5241,0.5269,1.4017,0.5046,0.4974
81,0.533,0.7064,0.7578,1.2772,0.5378,0.5438,1.2715,0.5149,0.5193
82,0.5385,0.7006,0.7539,1.3494,0.5179,0.5166,1.3202,0.5257,0.5237
83,0.534,0.7002,0.7568,1.498,0.5285,0.5326,1.4765,0.5089,0.5163
84,0.5329,0.6993,0.7553,1.4031,0.5222,0.5285,1.3428,0.5267,0.531
85,0.5326,0.7033,0.7591,1.416,0.5343,0.5321,1.4136,0.523,0.5177
86,0.5373,0.6968,0.7529,1.4424,0.522,0.5158,1.3625,0.5169,0.5242
87,0.5308,0.7014,0.7562,1.5559,0.5225,0.5163,1.5724,0.5272,0.5228
88,0.535,0.701,0.7551,1.4794,0.5221,0.5322,1.5158,0.5069,0.514
89,0.5327,0.7061,0.7604,1.4961,0.5271,0.5216,1.4816,0.5149,0.5134
90,0.5266,0.7075,0.7621,1.3909,0.5367,0.5354,1.3693,0.5118,0.5265
91,0.5259,0.7079,0.7618,1.3382,0.5248,0.5345,1.3321,0.5008,0.5108
92,0.5202,0.7146,0.769,1.4082,0.5374,0.5321,1.3997,0.506,0.5159
93,0.5204,0.7145,0.7687,1.4637,0.5308,0.5264,1.448,0.5286,0.5338
94,0.5214,0.7157,0.7691,1.5308,0.531,0.5176,1.5062,0.5104,0.5184
95,0.5177,0.713,0.7705,1.5571,0.5287,0.5378,1.5471,0.4954,0.5022
96,0.5198,0.7092,0.7663,1.4467,0.5246,0.5318,1.3849,0.5197,0.534
97,0.5132,0.7184,0.7729,1.6317,0.524,0.5182,1.5369,0.5218,0.5296
98,0.5121,0.7186,0.7746,1.3771,0.5257,0.5355,1.3971,0.5107,0.5192
99,0.5121,0.7192,0.7754,1.2596,0.5152,0.5218,1.2844,0.5123,0.5081
