epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
33,0.5946,0.8325,0.8224,0.6894,0.7028,0.7076,0.7381,0.6429,0.6252
34,0.5605,0.871,0.8759,0.6872,0.7428,0.7442,0.7796,0.6279,0.6182
35,0.5603,0.8798,0.8664,0.6464,0.7568,0.7509,0.7958,0.6136,0.5887
36,0.5493,0.8726,0.851,0.6432,0.7527,0.7355,0.8065,0.6003,0.5593
37,0.5051,0.8116,0.8093,0.7699,0.737,0.7281,0.8616,0.6167,0.6071
38,0.6391,0.7274,0.7252,0.6043,0.7599,0.7492,0.7274,0.6054,0.59
39,0.5989,0.8058,0.8178,0.6443,0.7598,0.7437,0.7671,0.6101,0.602
40,0.6158,0.8176,0.822,0.6214,0.7776,0.7592,0.7705,0.6065,0.5937
41,0.5837,0.8173,0.8069,0.6006,0.7759,0.7564,0.7164,0.6389,0.6031
42,0.502,0.9387,0.9344,0.7278,0.7423,0.7355,0.8508,0.6257,0.5965
43,0.3874,0.9737,0.9716,0.7978,0.7472,0.739,0.9657,0.619,0.5869
44,0.6107,0.8243,0.8257,0.6435,0.76,0.7472,0.8291,0.5974,0.5679
45,0.4769,0.8901,0.8798,0.6193,0.7588,0.7417,0.7594,0.5985,0.5851
46,0.5081,0.9201,0.913,0.6881,0.73,0.7162,0.7986,0.6156,0.5886
47,0.4046,0.9481,0.9399,0.7365,0.7472,0.7274,0.9044,0.601,0.5675
48,0.4089,0.9462,0.9449,0.7402,0.7258,0.7111,0.9296,0.5953,0.5505
49,0.5903,0.7903,0.7977,0.6192,0.7432,0.7306,0.7641,0.5866,0.5505
50,0.5067,0.9104,0.9036,0.6802,0.7375,0.7245,0.8316,0.5817,0.5524
51,0.4857,0.9298,0.9233,0.7344,0.7333,0.7264,0.9132,0.5877,0.5594
52,0.446,0.9071,0.9135,0.6727,0.7441,0.7273,0.8421,0.5773,0.5449
53,0.4245,0.9072,0.9106,0.6735,0.7131,0.7027,0.8304,0.5863,0.5489
54,0.4932,0.8139,0.808,0.6704,0.6922,0.6877,0.7928,0.5886,0.5496
55,0.5269,0.8862,0.8869,0.6981,0.6969,0.6846,0.85,0.5801,0.5335
56,0.5141,0.7871,0.7798,0.6416,0.7246,0.7165,0.8169,0.5887,0.5426
57,0.5769,0.8359,0.8376,0.6248,0.7142,0.7043,0.7872,0.5816,0.5141
58,0.6058,0.7643,0.7871,0.6174,0.729,0.7233,0.771,0.5854,0.5305
59,0.4658,0.9198,0.9183,0.6868,0.7321,0.7186,0.8978,0.5894,0.548
60,0.253,0.9908,0.9906,0.8095,0.7151,0.6984,1.033,0.5929,0.5469
61,0.589,0.8443,0.8454,0.6038,0.7574,0.738,0.7883,0.5948,0.5506
62,0.4959,0.9132,0.9171,0.625,0.7234,0.7156,0.7329,0.5848,0.533
63,0.3946,0.9425,0.9522,0.8485,0.7109,0.7083,0.9842,0.594,0.5499
64,0.4009,0.9933,0.9929,1.1648,0.7089,0.6993,1.3114,0.586,0.5513
65,0.4758,0.9724,0.9751,0.9408,0.7094,0.7013,1.0932,0.5732,0.5444
66,0.5426,0.8207,0.8095,0.6527,0.7126,0.7042,0.7618,0.5677,0.5325
67,0.5136,0.9196,0.9151,0.6508,0.6992,0.6858,0.7371,0.5459,0.495
68,0.5853,0.855,0.8608,0.6731,0.6869,0.674,0.7615,0.5568,0.5036
69,0.4489,0.9683,0.9729,0.7723,0.6883,0.6656,0.8694,0.5587,0.5151
70,0.6377,0.9018,0.8956,0.828,0.6907,0.6629,0.9511,0.5525,0.5034
71,0.6481,0.8125,0.8066,0.7345,0.7008,0.6799,0.8788,0.5799,0.5238
72,0.4152,0.9166,0.9171,0.699,0.7169,0.6928,0.8283,0.5901,0.5402
73,0.3743,0.9631,0.961,0.695,0.7005,0.6817,0.8358,0.5682,0.5182
74,0.4104,0.9453,0.9337,0.6861,0.7038,0.6916,0.8453,0.5695,0.5204
75,0.5509,0.867,0.8619,0.6522,0.7107,0.7023,0.818,0.553,0.5067
76,0.3539,0.9543,0.9542,0.6317,0.7263,0.7205,0.8324,0.5591,0.5105
77,0.3281,0.9634,0.9625,0.6573,0.7251,0.7169,0.8847,0.5715,0.5133
78,0.563,0.7758,0.7661,0.6802,0.7254,0.7201,0.8787,0.578,0.5298
79,0.2984,0.9648,0.9671,0.7318,0.7261,0.7253,0.9061,0.5786,0.5398
80,0.4515,0.8852,0.8936,0.7343,0.7308,0.7264,0.9313,0.5695,0.5273
81,0.3015,0.9875,0.9863,0.7228,0.7343,0.7271,0.948,0.5751,0.5216
82,0.4037,0.9244,0.9358,0.7359,0.7454,0.734,0.9798,0.5837,0.5314
83,0.5337,0.7884,0.7892,0.6392,0.7376,0.7256,0.8347,0.58,0.5351
84,0.3379,0.9596,0.9567,0.6592,0.7247,0.71,0.8448,0.5736,0.5245
85,0.3345,0.8658,0.8642,0.7421,0.7266,0.7191,0.931,0.5944,0.556
86,0.3812,0.9407,0.9455,0.8255,0.726,0.7147,1.1037,0.5856,0.5342
87,0.521,0.7974,0.7551,0.7297,0.7338,0.7178,0.9623,0.5961,0.5529
88,0.3016,0.9575,0.9608,0.7393,0.7253,0.7105,0.9313,0.6017,0.5633
89,0.3431,0.9415,0.9404,0.7035,0.7231,0.7106,0.9089,0.6035,0.5625
90,0.4051,0.9133,0.9113,0.7059,0.7232,0.716,0.9245,0.5979,0.5623
91,0.4608,0.8985,0.9006,0.6605,0.7243,0.721,0.892,0.5813,0.5521
92,0.4346,0.8977,0.8964,0.6326,0.7223,0.726,0.8432,0.5717,0.536
93,0.3751,0.8602,0.8596,0.6538,0.7113,0.7206,0.849,0.5624,0.5152
94,0.3242,0.9547,0.9624,0.7689,0.7122,0.7043,0.987,0.5659,0.5187
95,0.3679,0.9548,0.9487,0.6995,0.7229,0.7124,0.9056,0.581,0.5273
96,0.5807,0.7605,0.759,0.6205,0.737,0.7232,0.7747,0.5829,0.5399
97,0.4362,0.8517,0.8513,0.6302,0.7474,0.723,0.7765,0.5907,0.5383
98,0.5281,0.925,0.9322,0.71,0.7567,0.7282,0.8811,0.5932,0.5486
99,0.4347,0.9296,0.9253,0.7269,0.7445,0.716,0.9438,0.5829,0.5494
