epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
0,0.6897,0.68,0.6588,0.6955,0.5314,0.4881,0.6951,0.4887,0.4327
1,0.6928,0.5939,0.5736,0.6945,0.5046,0.4702,0.6942,0.5162,0.4513
2,0.6858,0.7619,0.7697,0.6949,0.5497,0.5282,0.6953,0.4968,0.4467
3,0.6795,0.7991,0.7914,0.6957,0.5706,0.5347,0.6976,0.5007,0.4498
4,0.6822,0.7081,0.7164,0.6916,0.6081,0.5846,0.6965,0.5218,0.4874
5,0.6758,0.7462,0.7501,0.6872,0.6293,0.6097,0.6956,0.5402,0.5043
6,0.6586,0.8864,0.8507,0.6885,0.6291,0.6057,0.7086,0.5276,0.4799
7,0.653,0.784,0.7753,0.6806,0.6522,0.6351,0.7162,0.5406,0.4988
8,0.6331,0.7992,0.7857,0.7188,0.6511,0.6529,0.7461,0.5591,0.5373
9,0.6839,0.7615,0.7738,0.7387,0.6081,0.6139,0.7746,0.5293,0.5103
10,0.5982,0.8663,0.8475,0.685,0.6834,0.6736,0.7476,0.545,0.5131
11,0.596,0.8993,0.8901,0.7146,0.6986,0.6677,0.7648,0.5663,0.5473
12,0.6429,0.7138,0.723,0.6708,0.6787,0.6625,0.7287,0.55,0.5307
13,0.6171,0.8494,0.8406,0.7355,0.6779,0.669,0.783,0.55,0.5435
14,0.6287,0.7643,0.7774,0.679,0.7158,0.7052,0.7592,0.5636,0.5447
15,0.5948,0.8422,0.8404,0.6797,0.6997,0.6808,0.7748,0.5401,0.5145
16,0.6003,0.7744,0.7964,0.6887,0.7071,0.6833,0.7751,0.5625,0.5386
17,0.5372,0.9159,0.9116,0.7258,0.7352,0.7012,0.8213,0.5631,0.5406
18,0.5743,0.8298,0.8259,0.6819,0.7308,0.7048,0.8007,0.5693,0.5446
19,0.5862,0.8335,0.8426,0.7431,0.6981,0.6989,0.8497,0.5645,0.5615
20,0.6119,0.725,0.7121,0.687,0.707,0.7046,0.8136,0.5427,0.5337
21,0.5365,0.9206,0.9283,0.8536,0.6991,0.681,0.9571,0.5255,0.5241
22,0.6499,0.7071,0.6996,0.6346,0.7277,0.7002,0.7607,0.5383,0.5179
23,0.6529,0.7122,0.7366,0.6579,0.6988,0.6884,0.7392,0.5585,0.5589
24,0.6791,0.6617,0.6762,0.6874,0.7185,0.6945,0.7686,0.5726,0.566
25,0.6097,0.7269,0.7223,0.6644,0.7472,0.7076,0.7741,0.5797,0.5623
26,0.5694,0.8214,0.8271,0.656,0.7505,0.7167,0.7825,0.5948,0.5726
27,0.4456,0.9534,0.9534,0.6913,0.749,0.7139,0.8605,0.5831,0.5492
28,0.4396,0.9547,0.9491,0.6785,0.7445,0.7201,0.9006,0.5578,0.5226
29,0.6519,0.6916,0.6895,0.6052,0.7431,0.7305,0.7548,0.5795,0.558
30,0.6272,0.7828,0.7924,0.6605,0.7226,0.7193,0.7844,0.5702,0.5648
31,0.5123,0.9102,0.9118,0.7274,0.7347,0.7055,0.8878,0.5672,0.5513
32,0.6952,0.6552,0.6544,0.6154,0.7585,0.7311,0.7617,0.57,0.5475
33,0.5154,0.8768,0.881,0.6256,0.7432,0.7292,0.7439,0.5733,0.5513
34,0.4668,0.9244,0.9298,0.7079,0.7448,0.7279,0.8366,0.5714,0.5589
35,0.4951,0.8227,0.8251,0.6817,0.7216,0.706,0.8242,0.545,0.5362
36,0.4304,0.9553,0.9465,0.7164,0.7286,0.7217,0.8529,0.56,0.5483
37,0.5785,0.7632,0.7507,0.6547,0.7158,0.7157,0.7693,0.5619,0.5652
38,0.5993,0.7936,0.7911,0.6278,0.718,0.7239,0.7476,0.5672,0.5641
39,0.544,0.8017,0.8009,0.6506,0.7042,0.7185,0.7815,0.555,0.5502
40,0.5635,0.8267,0.8303,0.702,0.6893,0.7071,0.8374,0.5438,0.5375
41,0.4467,0.9434,0.935,0.6929,0.7072,0.7078,0.8713,0.5389,0.5099
42,0.5729,0.8259,0.8307,0.6713,0.7221,0.7173,0.8571,0.55,0.5349
43,0.4084,0.9247,0.9251,0.6538,0.7068,0.7278,0.8337,0.5626,0.5404
44,0.4692,0.8391,0.8333,0.6748,0.6856,0.7095,0.7977,0.5638,0.5439
45,0.515,0.8284,0.857,0.647,0.7308,0.7276,0.7962,0.5792,0.5513
46,0.5661,0.7629,0.7582,0.6074,0.7519,0.7309,0.751,0.5855,0.5465
47,0.5438,0.8746,0.8688,0.6547,0.7326,0.7232,0.7861,0.5724,0.5591
48,0.456,0.9351,0.9364,0.719,0.7418,0.734,0.8897,0.5747,0.5517
49,0.4762,0.9,0.8968,0.6626,0.7318,0.7267,0.8447,0.5757,0.5339
50,0.4186,0.9145,0.9051,0.6584,0.7316,0.7243,0.8372,0.5639,0.5423
51,0.4337,0.9199,0.9165,0.6613,0.7297,0.7265,0.8553,0.5615,0.5462
52,0.5264,0.8621,0.8628,0.6668,0.6952,0.7113,0.8256,0.5631,0.549
53,0.6577,0.6985,0.6951,0.6338,0.7089,0.7193,0.7673,0.5762,0.5458
54,0.4894,0.8526,0.8514,0.6757,0.7259,0.7219,0.8487,0.5971,0.5576
55,0.3785,0.8521,0.8433,0.9888,0.7059,0.7024,1.1385,0.5727,0.5376
56,0.4753,0.9385,0.9391,0.9775,0.7257,0.712,1.152,0.5555,0.5131
57,0.4754,0.8848,0.8877,0.7572,0.7139,0.7159,0.8812,0.5702,0.5458
58,0.4507,0.9132,0.9144,0.6692,0.6958,0.7059,0.7778,0.5424,0.5163
59,0.3308,0.9976,0.9979,0.6606,0.7092,0.7043,0.7796,0.5593,0.522
60,0.6077,0.8285,0.8308,0.6406,0.7127,0.7014,0.7686,0.5719,0.529
61,0.5549,0.7984,0.8064,0.6143,0.7307,0.7218,0.7302,0.5668,0.5396
62,0.5005,0.8335,0.849,0.6101,0.7453,0.7366,0.7203,0.5698,0.5516
63,0.4616,0.8589,0.8658,0.6016,0.7409,0.7419,0.7431,0.562,0.5522
64,0.3778,0.9146,0.9167,0.6037,0.7317,0.7387,0.779,0.5544,0.5386
65,0.3783,0.9661,0.964,0.6296,0.7175,0.7149,0.7873,0.559,0.5339
66,0.4623,0.8985,0.8989,0.6496,0.7027,0.6978,0.7861,0.5634,0.5354
67,0.4467,0.895,0.8932,0.6424,0.7193,0.7056,0.7817,0.5652,0.5413
68,0.2352,0.999,0.9992,0.7858,0.7161,0.713,0.9473,0.567,0.5531
69,0.51,0.9393,0.9376,0.9038,0.7417,0.7298,1.0956,0.582,0.565
70,0.5575,0.9036,0.9046,0.6812,0.7114,0.6969,0.8195,0.5715,0.5309
71,0.4711,0.8855,0.8919,0.6618,0.6652,0.6635,0.7369,0.533,0.5075
72,0.503,0.9723,0.9744,0.671,0.6692,0.6725,0.7572,0.5388,0.5145
73,0.6051,0.8249,0.8378,0.713,0.6977,0.6975,0.8276,0.5527,0.5251
74,0.521,0.8197,0.8075,0.6934,0.7042,0.7043,0.8046,0.5654,0.5259
75,0.3634,0.9568,0.9635,0.6727,0.7229,0.7148,0.7867,0.5745,0.5268
76,0.4054,0.9598,0.9683,0.6809,0.7465,0.7303,0.8041,0.5823,0.5325
77,0.5346,0.8804,0.8841,0.6528,0.7653,0.742,0.7894,0.5682,0.5422
78,0.5309,0.8292,0.8371,0.6247,0.7506,0.7324,0.7472,0.5722,0.543
79,0.5852,0.7487,0.7484,0.6305,0.7217,0.7077,0.725,0.5669,0.5395
80,0.5467,0.7765,0.7849,0.636,0.7123,0.707,0.7137,0.577,0.5458
81,0.402,0.9348,0.9431,0.6688,0.7183,0.7157,0.7542,0.6182,0.5859
