epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.3622,0.8672,0.9102,0.7552,0.6011,0.6612,1.1321,0.5577,0.5769
69,0.3776,0.8538,0.9012,0.6746,0.6234,0.7044,1.4952,0.563,0.5402
70,0.3522,0.8644,0.9097,0.7158,0.6054,0.6791,1.0563,0.5693,0.5833
71,0.3557,0.8678,0.9138,0.7973,0.5999,0.6666,1.6659,0.5145,0.5278
72,0.3319,0.8792,0.9206,0.7242,0.6238,0.6949,1.4574,0.5588,0.5536
73,0.3462,0.8807,0.9189,0.7403,0.6109,0.6832,1.2154,0.5389,0.5608
74,0.3364,0.8735,0.9187,0.9588,0.6095,0.6764,2.5611,0.51,0.5162
75,0.341,0.8744,0.9172,0.7369,0.6229,0.6828,1.1425,0.5694,0.5941
76,0.3463,0.8766,0.9152,0.7814,0.6197,0.6938,1.2839,0.5739,0.5809
77,0.3433,0.8784,0.9195,0.6981,0.6444,0.7099,1.2303,0.4848,0.4807
78,0.3323,0.8864,0.9236,0.7632,0.6363,0.705,1.2779,0.5639,0.5688
79,0.3092,0.8907,0.929,0.84,0.6296,0.6933,2.2168,0.5341,0.5288
80,0.3494,0.8756,0.9173,0.7831,0.6049,0.6752,1.0261,0.5618,0.5941
81,0.3306,0.8796,0.9197,0.8313,0.6288,0.7099,1.818,0.5593,0.5772
82,0.2972,0.8953,0.9351,1.1663,0.6142,0.6791,2.1525,0.534,0.5429
83,0.2883,0.9059,0.9388,0.8163,0.6314,0.7048,1.8454,0.5422,0.5452
84,0.2993,0.9052,0.9378,0.8086,0.6097,0.6859,1.9901,0.5485,0.5137
85,0.3509,0.8832,0.9198,0.9151,0.603,0.6658,1.3067,0.4964,0.4888
86,0.322,0.8959,0.9307,1.0044,0.6313,0.6937,1.9993,0.5016,0.4787
87,0.3155,0.8999,0.9333,0.8709,0.6162,0.6781,1.5578,0.5005,0.4805
88,0.3377,0.8888,0.9272,1.0993,0.587,0.645,1.2334,0.5365,0.5596
89,0.2947,0.9039,0.9365,0.7781,0.6221,0.6997,0.8544,0.6053,0.6341
90,0.2661,0.9172,0.9461,0.9185,0.6324,0.7131,1.8478,0.5072,0.5285
91,0.2837,0.9033,0.9396,0.8571,0.6258,0.6984,0.9031,0.5882,0.6357
92,0.2716,0.9097,0.9426,0.7728,0.6346,0.7027,1.0626,0.5428,0.518
93,0.2901,0.9084,0.9404,1.2271,0.5987,0.6688,1.7768,0.5433,0.5401
94,0.3062,0.9047,0.9357,0.7882,0.6246,0.6995,1.4622,0.5695,0.5685
95,0.2696,0.918,0.9472,0.7596,0.631,0.7036,1.4471,0.557,0.5592
96,0.2817,0.9114,0.9419,1.2892,0.616,0.678,2.6348,0.5836,0.5688
97,0.2792,0.9173,0.9458,0.8932,0.6377,0.7089,1.4533,0.5742,0.5927
98,0.314,0.9033,0.936,0.7578,0.6441,0.7128,1.1903,0.6005,0.6241
99,0.2842,0.9155,0.9441,0.9065,0.6121,0.6908,1.3788,0.5265,0.525
