epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.3841,0.9055,0.9003,0.3921,0.8961,0.8896,0.5199,0.8337,0.8063
69,0.386,0.9044,0.8997,0.3938,0.8936,0.8874,0.5187,0.8323,0.8039
70,0.3851,0.9053,0.9002,0.3934,0.8954,0.8883,0.5223,0.8322,0.8046
71,0.3849,0.9052,0.9001,0.4004,0.891,0.8843,0.5197,0.8316,0.8031
72,0.3833,0.9056,0.9001,0.3906,0.8973,0.8903,0.5213,0.8378,0.8105
73,0.3828,0.9063,0.901,0.3899,0.898,0.8911,0.5175,0.8361,0.8085
74,0.383,0.9066,0.9018,0.3893,0.8964,0.89,0.5145,0.8358,0.809
75,0.3847,0.904,0.8997,0.3903,0.8978,0.891,0.5148,0.8352,0.8071
76,0.382,0.9071,0.9009,0.3903,0.8976,0.8915,0.5183,0.8355,0.8094
77,0.3788,0.9086,0.9038,0.3905,0.8977,0.8909,0.5109,0.8386,0.8119
78,0.3816,0.9062,0.9014,0.3891,0.8977,0.8915,0.5101,0.8406,0.8132
79,0.3807,0.908,0.9031,0.3874,0.898,0.892,0.507,0.8393,0.8139
80,0.3759,0.9091,0.9038,0.3872,0.9,0.8932,0.5181,0.8422,0.8162
81,0.384,0.9052,0.9002,0.4051,0.8866,0.8812,0.5241,0.8246,0.7965
82,0.3906,0.9007,0.8962,0.4001,0.8913,0.884,0.5275,0.8276,0.7995
83,0.3884,0.9037,0.8986,0.3958,0.8934,0.887,0.5253,0.8327,0.8036
84,0.3867,0.9041,0.8994,0.3976,0.8913,0.8847,0.5136,0.8369,0.809
85,0.3836,0.9056,0.9005,0.3972,0.8928,0.8858,0.5223,0.8346,0.8067
86,0.3864,0.9045,0.8998,0.3974,0.8926,0.8864,0.5294,0.833,0.8054
87,0.3833,0.9059,0.9002,0.3944,0.8948,0.8872,0.5228,0.8321,0.8042
88,0.3851,0.9055,0.8996,0.3927,0.8949,0.888,0.5171,0.8352,0.8068
89,0.3817,0.9081,0.9024,0.3898,0.8969,0.8902,0.5188,0.8391,0.8105
90,0.3763,0.9101,0.9048,0.39,0.898,0.8908,0.5062,0.8407,0.814
91,0.3775,0.9103,0.9049,0.3863,0.9002,0.8932,0.5056,0.8445,0.8172
92,0.3762,0.9103,0.9045,0.3913,0.8985,0.8915,0.5129,0.8426,0.8171
93,0.3802,0.908,0.9025,0.386,0.9002,0.8939,0.5068,0.8417,0.8159
94,0.3785,0.9095,0.9039,0.3921,0.8975,0.8903,0.5187,0.8386,0.8113
95,0.3761,0.9106,0.9053,0.3882,0.8972,0.8911,0.5073,0.8403,0.813
96,0.3835,0.906,0.9006,0.3921,0.8948,0.8879,0.5141,0.8368,0.8093
97,0.3789,0.9093,0.9041,0.389,0.8985,0.8913,0.5068,0.8421,0.8158
98,0.3794,0.9093,0.9039,0.3889,0.8964,0.8904,0.5106,0.8387,0.8134
99,0.3749,0.9115,0.9062,0.3876,0.8996,0.8926,0.5142,0.8401,0.8132
