epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
0,0.509,0.8629,0.8473,0.443,0.8709,0.8527,0.5144,0.8255,0.8017
1,0.4261,0.8858,0.8752,0.4298,0.877,0.8628,0.4992,0.8324,0.8144
2,0.4008,0.8987,0.8923,0.4095,0.8899,0.8795,0.5078,0.8334,0.8122
3,0.3918,0.9043,0.8973,0.4105,0.8869,0.8775,0.5114,0.8331,0.8086
4,0.3922,0.904,0.8964,0.4046,0.8916,0.8817,0.5142,0.8314,0.8085
5,0.3876,0.9066,0.8995,0.3917,0.8991,0.8903,0.5055,0.84,0.8158
6,0.3914,0.9044,0.8963,0.403,0.8936,0.884,0.511,0.8375,0.8129
7,0.3933,0.9016,0.8949,0.4026,0.8898,0.8816,0.519,0.8331,0.8086
8,0.3891,0.9058,0.8983,0.3962,0.8969,0.8877,0.5109,0.8391,0.8129
9,0.3914,0.9052,0.8979,0.3944,0.8961,0.8879,0.5083,0.8387,0.8122
10,0.391,0.9038,0.8968,0.3996,0.8922,0.8841,0.5122,0.8352,0.8096
11,0.3913,0.9037,0.8964,0.4001,0.8921,0.8832,0.5102,0.8337,0.8088
12,0.388,0.9044,0.8974,0.3988,0.8919,0.8839,0.5099,0.8353,0.8098
13,0.387,0.9054,0.8984,0.3934,0.8971,0.8891,0.5074,0.8379,0.8117
14,0.3893,0.9043,0.8978,0.3926,0.8963,0.889,0.5127,0.8399,0.8134
15,0.3841,0.9067,0.8991,0.3981,0.8924,0.8845,0.511,0.8369,0.8111
16,0.3877,0.9045,0.8971,0.3946,0.8955,0.8878,0.5085,0.837,0.8109
17,0.3847,0.907,0.9001,0.3954,0.8946,0.8866,0.5085,0.838,0.8123
18,0.3863,0.906,0.899,0.3944,0.8947,0.887,0.5042,0.8388,0.814
19,0.3861,0.9057,0.8994,0.3944,0.8954,0.8869,0.5077,0.8427,0.8167
20,0.3823,0.9071,0.9,0.3869,0.8997,0.8917,0.5035,0.8429,0.8174
21,0.3837,0.9071,0.8999,0.3892,0.9011,0.8923,0.5182,0.8422,0.8164
22,0.3777,0.91,0.9037,0.3857,0.9011,0.8927,0.5057,0.8454,0.82
23,0.3815,0.9082,0.9009,0.3918,0.8986,0.8899,0.4971,0.8437,0.8198
24,0.3857,0.9056,0.8997,0.3939,0.894,0.8864,0.5091,0.8382,0.8122
25,0.382,0.9068,0.9009,0.3974,0.8933,0.8848,0.5076,0.8361,0.8096
26,0.385,0.9055,0.8993,0.3918,0.8971,0.8894,0.5086,0.8393,0.8133
27,0.3878,0.9037,0.8978,0.3929,0.8956,0.8881,0.513,0.8366,0.811
28,0.3826,0.9081,0.9011,0.3987,0.8914,0.8842,0.5146,0.8326,0.8051
29,0.3869,0.9044,0.8983,0.3921,0.8974,0.8897,0.5044,0.84,0.8137
30,0.3842,0.9062,0.8998,0.3858,0.9011,0.8935,0.5068,0.8418,0.8172
31,0.3791,0.9091,0.903,0.3906,0.897,0.8895,0.4982,0.8426,0.8179
32,0.3807,0.9069,0.9008,0.3865,0.8994,0.8924,0.5103,0.8382,0.8121
33,0.3821,0.9071,0.9005,0.397,0.8954,0.888,0.5064,0.8336,0.8075
34,0.3821,0.9068,0.9008,0.3899,0.8974,0.8895,0.5138,0.8386,0.8113
35,0.3804,0.9089,0.9028,0.3899,0.8977,0.8905,0.5156,0.8373,0.81
36,0.38,0.9081,0.9024,0.3926,0.8953,0.8879,0.5113,0.8357,0.8096
37,0.3837,0.9056,0.8999,0.3878,0.8981,0.8915,0.5031,0.8392,0.8141
38,0.3813,0.907,0.9005,0.3918,0.8954,0.8882,0.5092,0.8334,0.8069
39,0.3808,0.908,0.9027,0.3865,0.8988,0.8921,0.505,0.8384,0.813
40,0.3789,0.9085,0.9023,0.3912,0.8946,0.8883,0.5075,0.8372,0.8112
41,0.3821,0.9062,0.9,0.3931,0.8964,0.8884,0.516,0.8328,0.8056
42,0.3862,0.9055,0.8992,0.3967,0.893,0.8861,0.5132,0.8324,0.8056
43,0.3821,0.9076,0.9016,0.3949,0.8948,0.888,0.5134,0.8358,0.8078
44,0.3824,0.9077,0.9021,0.3905,0.8982,0.8911,0.5023,0.8369,0.8113
45,0.3795,0.9087,0.9027,0.3916,0.8975,0.8901,0.5199,0.8359,0.8087
46,0.3815,0.9089,0.9019,0.393,0.8961,0.8889,0.5115,0.8362,0.8095
47,0.3774,0.91,0.9038,0.3849,0.9017,0.895,0.5171,0.8387,0.8116
48,0.3822,0.907,0.9014,0.3925,0.8959,0.8895,0.5145,0.8352,0.8104
49,0.3842,0.9063,0.9007,0.4011,0.8907,0.8846,0.5239,0.8306,0.8044
50,0.3865,0.904,0.899,0.3913,0.896,0.8892,0.5139,0.8354,0.8085
51,0.3819,0.9075,0.9018,0.3885,0.897,0.8906,0.5128,0.8338,0.8084
52,0.379,0.9083,0.9035,0.3881,0.898,0.8918,0.5052,0.8365,0.8114
53,0.3843,0.9053,0.8992,0.3905,0.8964,0.8895,0.512,0.8382,0.8117
54,0.3781,0.9099,0.9041,0.3904,0.8968,0.8905,0.5225,0.8349,0.8084
55,0.3829,0.9061,0.9007,0.3935,0.8946,0.8881,0.5114,0.8336,0.8082
56,0.3844,0.9061,0.9004,0.3939,0.8959,0.8885,0.5123,0.8353,0.8088
57,0.3834,0.9062,0.9004,0.3886,0.8988,0.8917,0.5192,0.8339,0.8085
58,0.3769,0.9099,0.9042,0.3908,0.8977,0.8908,0.5114,0.8342,0.8078
59,0.3813,0.907,0.901,0.3878,0.899,0.8921,0.5091,0.8359,0.8095
60,0.3778,0.9101,0.9044,0.3885,0.8984,0.8911,0.5098,0.8401,0.813
61,0.3804,0.9083,0.9023,0.3973,0.8947,0.8881,0.5137,0.8304,0.803
62,0.3828,0.9069,0.9013,0.3917,0.8971,0.8897,0.5132,0.8382,0.8122
63,0.3802,0.9087,0.903,0.3914,0.8975,0.8905,0.5115,0.8387,0.8121
64,0.3827,0.9056,0.9003,0.3907,0.8978,0.8903,0.5095,0.838,0.81
65,0.3786,0.9089,0.9039,0.3888,0.898,0.8912,0.518,0.8393,0.8122
66,0.3812,0.9085,0.9028,0.3917,0.8965,0.8901,0.5159,0.8378,0.8114
67,0.3783,0.9108,0.905,0.3938,0.8954,0.8891,0.511,0.8374,0.8094
68,0.3849,0.9059,0.9008,0.3888,0.8988,0.8915,0.5099,0.8379,0.8127
69,0.3828,0.9057,0.901,0.3914,0.896,0.8894,0.5158,0.8318,0.8044
70,0.3844,0.9068,0.9009,0.3921,0.8948,0.8878,0.5156,0.8346,0.8067
71,0.3795,0.9081,0.9031,0.3898,0.8968,0.8899,0.5207,0.835,0.8087
72,0.3761,0.9105,0.905,0.3863,0.8983,0.8921,0.5134,0.8368,0.8102
73,0.378,0.9091,0.904,0.3867,0.9005,0.8932,0.5144,0.8418,0.8157
74,0.3793,0.9082,0.9031,0.389,0.8978,0.8911,0.5046,0.8411,0.8157
75,0.3772,0.9102,0.9049,0.4025,0.8903,0.8837,0.514,0.8298,0.8019
76,0.382,0.9072,0.9017,0.3925,0.8959,0.889,0.515,0.839,0.8105
77,0.3778,0.9086,0.9034,0.3939,0.8945,0.888,0.5107,0.8387,0.8099
78,0.3796,0.9074,0.9025,0.3866,0.8979,0.8914,0.5141,0.8396,0.8128
79,0.3731,0.9114,0.9061,0.3866,0.899,0.8919,0.5067,0.8403,0.8132
80,0.3749,0.9109,0.9058,0.3889,0.8976,0.8912,0.5076,0.839,0.8125
81,0.3763,0.9105,0.9049,0.3882,0.898,0.8912,0.5086,0.8409,0.8132
82,0.3794,0.908,0.903,0.3911,0.8955,0.889,0.5093,0.8349,0.8085
83,0.3784,0.9092,0.9039,0.3898,0.8971,0.8902,0.515,0.838,0.81
84,0.3772,0.9098,0.9042,0.3805,0.9031,0.8964,0.5083,0.8461,0.8205
85,0.377,0.9095,0.9045,0.3987,0.8921,0.8855,0.5135,0.8348,0.8067
86,0.3806,0.9076,0.9023,0.3899,0.8971,0.8915,0.5086,0.8363,0.8106
87,0.3811,0.9073,0.9024,0.3918,0.8969,0.8888,0.5244,0.8327,0.8052
88,0.3785,0.909,0.9034,0.3863,0.8978,0.8915,0.5092,0.8388,0.811
89,0.3813,0.9073,0.9024,0.3864,0.8991,0.8924,0.5075,0.8416,0.8133
90,0.3808,0.9074,0.9025,0.3874,0.8988,0.8918,0.5036,0.8365,0.8095
91,0.3745,0.9114,0.9063,0.3835,0.9004,0.8939,0.508,0.8398,0.811
92,0.3717,0.913,0.9071,0.3848,0.9009,0.8932,0.5045,0.8434,0.8158
93,0.3739,0.912,0.9065,0.3826,0.9025,0.8952,0.5048,0.8445,0.8168
94,0.3701,0.9139,0.9084,0.3857,0.8995,0.8927,0.5184,0.8392,0.8122
95,0.3733,0.9117,0.906,0.3855,0.8989,0.8927,0.5024,0.8428,0.8169
96,0.3713,0.9124,0.9075,0.383,0.9014,0.8948,0.5125,0.8406,0.8134
97,0.3734,0.9119,0.9061,0.385,0.9005,0.8935,0.5118,0.8423,0.8146
98,0.3724,0.9114,0.9066,0.3838,0.9011,0.8937,0.5053,0.8416,0.8136
99,0.3746,0.912,0.906,0.3911,0.8972,0.8906,0.5112,0.8412,0.8141
