epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
68,0.245,0.955,0.9564,0.4519,0.9136,0.904,0.6603,0.801,0.7779
69,0.242,0.9558,0.957,0.4448,0.9132,0.903,0.6547,0.8006,0.7792
70,0.2393,0.9566,0.9577,0.452,0.9132,0.9026,0.656,0.8015,0.7784
71,0.2409,0.9557,0.9573,0.4483,0.9128,0.9017,0.6534,0.8049,0.782
72,0.2403,0.9568,0.9578,0.4673,0.9139,0.9035,0.6652,0.8021,0.7806
73,0.2444,0.9547,0.9559,0.4538,0.9139,0.9036,0.6614,0.7987,0.7787
74,0.2348,0.9573,0.9587,0.4511,0.9139,0.9037,0.6688,0.8004,0.7783
75,0.2315,0.9588,0.9602,0.4554,0.9129,0.9018,0.6648,0.8029,0.7818
76,0.2335,0.9574,0.959,0.4527,0.9124,0.9029,0.675,0.7988,0.776
77,0.2334,0.9578,0.9594,0.4717,0.9129,0.9029,0.6822,0.799,0.7784
78,0.2307,0.9585,0.9599,0.4609,0.9135,0.9039,0.6846,0.7996,0.778
79,0.2272,0.9592,0.9611,0.4666,0.9105,0.9005,0.6806,0.7992,0.7771
80,0.2269,0.9591,0.9611,0.4462,0.9127,0.9039,0.6775,0.7991,0.7756
81,0.2291,0.9585,0.9605,0.4566,0.9137,0.9043,0.6853,0.7986,0.7746
82,0.2261,0.9606,0.9621,0.4675,0.9115,0.9036,0.6944,0.7965,0.7741
83,0.2305,0.9575,0.9597,0.4639,0.913,0.9039,0.6876,0.7995,0.7754
84,0.2247,0.9593,0.9618,0.4516,0.9126,0.9038,0.6875,0.7988,0.7753
85,0.222,0.9609,0.9627,0.463,0.9126,0.9035,0.6959,0.7974,0.7756
86,0.2215,0.9603,0.9625,0.4615,0.913,0.9038,0.688,0.8001,0.7771
87,0.2209,0.9605,0.9627,0.4661,0.9126,0.9034,0.6949,0.7986,0.7789
88,0.2195,0.9609,0.963,0.4595,0.9133,0.9042,0.6977,0.7994,0.7774
89,0.2181,0.9614,0.9636,0.4868,0.9105,0.9017,0.7032,0.7994,0.7779
90,0.2165,0.9613,0.964,0.4696,0.9112,0.9019,0.7056,0.7964,0.773
91,0.2156,0.9619,0.9637,0.4676,0.9131,0.9036,0.6962,0.7991,0.7778
92,0.2157,0.9618,0.964,0.4814,0.9119,0.9027,0.7014,0.7985,0.7783
93,0.2159,0.9618,0.9641,0.4739,0.9143,0.9049,0.706,0.8009,0.7797
94,0.2131,0.9619,0.9642,0.475,0.9135,0.9042,0.7077,0.7991,0.7765
95,0.2109,0.9632,0.965,0.4758,0.9128,0.9031,0.7111,0.7988,0.775
96,0.2131,0.9621,0.9646,0.4692,0.9107,0.9018,0.7299,0.7935,0.7688
97,0.2104,0.9628,0.9652,0.4644,0.9138,0.9042,0.7104,0.7998,0.7759
98,0.2111,0.9623,0.965,0.4785,0.9139,0.9051,0.7085,0.8011,0.7798
99,0.2108,0.9626,0.9653,0.4687,0.9115,0.9029,0.7144,0.797,0.7731
