epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
67,0.1156,0.9907,0.9907,0.2029,0.9812,0.976,0.2374,0.975,0.9703
68,0.1153,0.9903,0.9905,0.2275,0.9809,0.9764,0.2534,0.9763,0.9725
69,0.123,0.9897,0.9896,0.1901,0.9811,0.9769,0.2177,0.9754,0.9724
70,0.1155,0.9908,0.9906,0.2101,0.9814,0.9765,0.2449,0.9742,0.9704
71,0.1133,0.9908,0.991,0.205,0.9822,0.9781,0.2343,0.9756,0.9728
72,0.1151,0.99,0.9906,0.1942,0.9827,0.9784,0.2267,0.9762,0.9731
73,0.112,0.9916,0.9915,0.2,0.9826,0.9779,0.2301,0.9759,0.9725
74,0.1113,0.9914,0.9914,0.2159,0.9816,0.9761,0.2496,0.9762,0.9715
75,0.1126,0.9907,0.9911,0.2278,0.9808,0.9756,0.256,0.9742,0.9706
76,0.1118,0.991,0.9915,0.2148,0.9817,0.977,0.2447,0.9756,0.9719
77,0.1115,0.9911,0.9913,0.2415,0.9796,0.9726,0.2618,0.9748,0.9694
78,0.1116,0.9911,0.9915,0.2136,0.9813,0.9763,0.2434,0.9751,0.9717
79,0.1098,0.9913,0.9917,0.2023,0.9837,0.9798,0.2376,0.9755,0.9728
80,0.1082,0.9915,0.9918,0.2248,0.9809,0.9755,0.2611,0.9737,0.9694
81,0.1078,0.9919,0.992,0.2403,0.9813,0.9758,0.265,0.9752,0.9711
82,0.1083,0.9913,0.9917,0.2267,0.9813,0.9762,0.2527,0.976,0.9717
83,0.1062,0.9923,0.9923,0.2453,0.9808,0.9756,0.2707,0.9748,0.971
84,0.1086,0.9917,0.9919,0.2453,0.9801,0.9747,0.2698,0.9739,0.9704
85,0.1098,0.991,0.9916,0.2303,0.9812,0.9758,0.2559,0.975,0.9713
86,0.1061,0.9915,0.9922,0.2287,0.981,0.9755,0.2584,0.9743,0.9703
87,0.1063,0.9917,0.9921,0.2353,0.9808,0.9753,0.2619,0.974,0.9706
88,0.1071,0.9914,0.9918,0.2421,0.9817,0.9772,0.2794,0.9749,0.9707
89,0.1063,0.9916,0.9921,0.2432,0.9811,0.977,0.2707,0.9745,0.9713
90,0.1056,0.992,0.992,0.2612,0.9811,0.9757,0.285,0.975,0.9709
91,0.1047,0.9923,0.9924,0.2448,0.9814,0.9761,0.2679,0.976,0.9717
92,0.1027,0.9926,0.9926,0.2478,0.9811,0.9761,0.2775,0.9755,0.9713
93,0.1048,0.9923,0.9924,0.2218,0.983,0.9783,0.258,0.9757,0.972
94,0.1041,0.9918,0.9921,0.2359,0.982,0.9768,0.2625,0.975,0.9714
95,0.104,0.9918,0.9921,0.2459,0.9825,0.9778,0.2767,0.9757,0.9718
96,0.1019,0.9923,0.9925,0.262,0.9811,0.9761,0.288,0.9748,0.971
97,0.1033,0.992,0.9924,0.2614,0.9823,0.9774,0.2844,0.9763,0.9727
98,0.1008,0.9928,0.9929,0.2523,0.9814,0.976,0.2814,0.9742,0.9703
99,0.1032,0.9919,0.9924,0.279,0.9817,0.9764,0.2963,0.9753,0.9718
